Id,Burg,Province,Province Full Name,State,State Full Name,Culture,Religion,Group,Population,X,Y,Latitude,Longitude,Elevation (ft),Temperature,Temperature likeness,Capital,Port,Citadel,Walls,Plaza,Temple,Shanty Town,Emblem,Preview link
397,Limil,ECP,Eastern Crown Provines,Crown,Crown Provines,Crown,Soumi Shamanism,town,7972,1352.62,395.18,11.4,59.45,2218,24°C,Dakar (Senegal),,,,,,,,{t1:gules;division:{division:perPale;t:argent;line:straight};ordinaries:[{ordinary:bordure;t:or}];shield:heater},https://watabou.github.io/city-generator/?name=Limil&population=7972&size=28&seed=7742447050397&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
398,Dagend,ECP,Eastern Crown Provines,Crown,Crown Provines,Crown,No religion,capital,12301,1102.15,432.45,5.68,21.03,554,27°C,Mogadishu (Somalia),capital,port,citadel,walls,plaza,temple,shanty town,{t1:argent;ordinaries:[{ordinary:bend;t:gules;line:straight}];charges:[{charge:crossHummetty;t:gules;p:cg;size:0.5}];shield:heater},https://watabou.github.io/city-generator/?name=Dagend&population=12301&size=33&seed=7742447050398&river=0&coast=1&farms=1&citadel=1&urban_castle=1&hub=0&plaza=1&greens=1&temple=1&walls=1&shantytown=1&style=natural&sea=1.85
399,Bone Hollow,ECP,Eastern Crown Provines,Crown,Crown Provines,Crown,Soumi Shamanism,town,11543,1793.31,418.27,7.86,127.04,30,28°C,Bangkok (Thailand),,,,,,,,{t1:gules;charges:[{charge:archer;t:argent;p:e;t2:argent;t3:or;size:1.5}];shield:heater},https://watabou.github.io/city-generator/?name=Bone+Hollow&population=11543&size=33&seed=7742447050399&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
400,Arorpe,WCP,Western Crown Provinces,Crown,Crown Provines,Crown,Shwazen Beliefs,town,2682,567.3,438.12,4.81,-60.99,840,27°C,Mogadishu (Somalia),,port,,,,,,{t1:purpure;charges:[{charge:raft;t:or;p:e;size:1.5}];shield:heater},https://watabou.github.io/city-generator/?name=Arorpe&population=2682&size=19&seed=7742447050400&river=0&coast=1&farms=0&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural&sea=0.1
401,Helms Grola,WCP,Western Crown Provinces,Crown,Crown Provines,Crown,Shwazen Beliefs,town,9848,454.33,469.79,-0.04,-78.32,738,28°C,Bangkok (Thailand),,,,walls,,,,{t1:argent;charges:[{charge:crossPatteeAlisee;t:gules;p:e;size:1.5}];shield:heater},https://watabou.github.io/city-generator/?name=Helms+Grola&population=9848&size=31&seed=7742447050401&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=1&shantytown=0&style=natural
402,Thava,ECP,Eastern Crown Provines,Crown,Crown Provines,Crown,Soumi Shamanism,town,5592,1655.17,460.33,1.41,105.85,161,29°C,Niamey (Niger),,port,,,,,,{t1:azure;charges:[{charge:roundel2;t:argent;p:abc;size:0.5}];shield:heater},https://watabou.github.io/city-generator/?name=Thava&population=5592&size=25&seed=7742447050402&river=0&coast=1&farms=1&citadel=0&urban_castle=0&hub=1&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural&sea=0.63
403,Sas Galga,ECP,Eastern Crown Provines,Crown,Crown Provines,Crown,Soumi Shamanism,city,11784,1352.23,474.59,-0.78,59.39,4990,19°C,Marrakesh (Morocco),,,,,,,,{t1:gules;charges:[{charge:catPassantGuardant;t:or;p:e;t2:or;size:1.5}];shield:heater},https://watabou.github.io/city-generator/?name=Sas+Galga&population=11784&size=33&seed=7742447050403&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
404,Vazun,,,Bakuna,Bakuna's Territories,Bakuna,Shwazen Beliefs,town,5874,408.28,496.06,-4.07,-85.38,472,28°C,Bangkok (Thailand),,,,walls,,,,{t1:argent;division:{division:perPale;t:azure;line:straight};charges:[{charge:crocodile;t:gules;p:e;t2:vert;divided:field;size:1.5};{charge:tower;t:or;p:e;divided:division;size:1.5}];shield:heater},https://watabou.github.io/city-generator/?name=Vazun&population=5874&size=25&seed=7742447050404&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=1&shantytown=0&style=natural
405,Falan,,,Bakuna,Bakuna's Territories,Bakuna,Astellian Spirits,town,3596,49.6,508.6,-6,-140.39,30,29°C,Niamey (Niger),,,,,,,,{t1:sable;division:{division:perBend;t:or;line:nebuly};charges:[{charge:portcullis;t:argent;p:l;t2:argent;size:0.7};{charge:bearPassant;t:gules;p:m;size:0.7}];shield:heater},https://watabou.github.io/city-generator/?name=Falan&population=3596&size=21&seed=7742447050405&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
406,Gopo,,,Bakuna,Bakuna's Territories,Bakuna,Astellian Spirits,town,5882,122.09,501.16,-4.86,-129.28,52,29°C,Niamey (Niger),,,,,,,,{t1:azure;ordinaries:[{ordinary:crossParted;t:or;line:wavy}];charges:[{charge:mullet10;t:argent;p:e;size:1.5}];shield:heater},https://watabou.github.io/city-generator/?name=Gopo&population=5882&size=25&seed=7742447050406&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
407,Zolat End,WCP,Western Crown Provinces,Crown,Crown Provines,Crown,Shwazen Beliefs,town,6196,434.16,507.59,-5.84,-81.41,397,28°C,Bangkok (Thailand),,port,,,,,,{t1:gules;charges:[{charge:swanErased;t:argent;p:e;t2:argent;t3:argent;size:1.5}];shield:heater},https://watabou.github.io/city-generator/?name=Zolat+End&population=6196&size=26&seed=7742447050407&river=1&coast=1&farms=0&citadel=0&urban_castle=0&hub=1&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
408,Ivory Hollow,ECP,Eastern Crown Provines,Crown,Crown Provines,Crown,Soumi Shamanism,city,4824,1201.67,500.66,-4.78,36.3,210,29°C,Niamey (Niger),,,,,,,,{t1:argent;charges:[{charge:escallop;t:gules;p:e;size:1.5}];shield:heater},https://watabou.github.io/city-generator/?name=Ivory+Hollow&population=4824&size=23&seed=7742447050408&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
409,Marolarodia,ECP,Eastern Crown Provines,Crown,Crown Provines,Crown,Soumi Shamanism,town,10182,1724.94,507.48,-5.82,116.55,13,29°C,Niamey (Niger),,,,walls,,,,{t1:argent;division:{division:perBendSinister;t:gules;line:firTrees};charges:[{charge:grapeBunch;t:azure;p:j;t2:azure;t3:azure;size:0.7};{charge:crossHummetty;t:or;p:o;size:0.7}];shield:heater},https://watabou.github.io/city-generator/?name=Marolarodia&population=10182&size=31&seed=7742447050409&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=1&shantytown=0&style=natural
410,Lenes,ECP,Eastern Crown Provines,Crown,Crown Provines,Crown,Soumi Shamanism,town,7949,1705.4,576.39,-16.39,113.55,82,27°C,Mogadishu (Somalia),,,,,,,,{t1:azure;ordinaries:[{ordinary:chief;t:argent;line:angled}];charges:[{charge:scale;t:sable;p:abc;t2:sable;size:0.5}];shield:heater},https://watabou.github.io/city-generator/?name=Lenes&population=7949&size=28&seed=7742447050410&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
411,Glory,ECP,Eastern Crown Provines,Crown,Crown Provines,Crown,Soumi Shamanism,city,14893,1650.6,612.34,-21.91,105.15,118,24°C,Dakar (Senegal),,,citadel,,,,,{t1:gules;charges:[{charge:chain;t:argent;p:beh;size:0.5}];shield:heater},https://watabou.github.io/city-generator/?name=Glory&population=14893&size=36&seed=7742447050411&river=1&coast=0&farms=1&citadel=1&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
412,Wolsend,ECP,Eastern Crown Provines,Crown,Crown Provines,Crown,Soumi Shamanism,village,1618,1635.34,627.53,-24.23,102.81,82,23°C,Rio de Janeiro (Brazil),,port,,,,,,{t1:chequy-argent-gules-smaller;charges:[{charge:lizard;t:azure;p:e;size:1.5}];shield:heater},https://watabou.github.io/village-generator/?pop=1618&name=Wolsend&seed=7742447050412&width=1600&height=780&style=default&tags=coast%2Chighway%2Cno+square%2Cdense
413,Hevasz,ECP,Eastern Crown Provines,Crown,Crown Provines,Crown,Soumi Shamanism,town,9892,1391.35,643.83,-26.73,65.39,2572,17°C,Lisbon (Portugal),,,,,,,,{t1:gules;charges:[{charge:portcullis;t:argent;p:e;t2:argent;size:1.5}];shield:heater},https://watabou.github.io/city-generator/?name=Hevasz&population=9892&size=31&seed=7742447050413&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
414,Calis In,WCP,Western Crown Provinces,Crown,Crown Provines,Crown,Astellian Spirits,city,12523,450.03,647.73,-27.33,-78.98,397,19°C,Marrakesh (Morocco),,port,,walls,,,,{t1:azure;ordinaries:[{ordinary:fessCotissed;t:argent;line:straight}];charges:[{charge:pike;t:azure;p:e;t2:azure;size:0.7}];shield:heater},https://watabou.github.io/city-generator/?name=Calis+In&population=12523&size=34&seed=7742447050414&river=1&coast=1&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=1&shantytown=0&style=natural
415,Thaon,ECP,Eastern Crown Provines,Crown,Crown Provines,Crown,Soumi Shamanism,town,6734,1041.6,682.8,-32.71,11.75,210,15°C,Rome (Italy),,,,,,,,{t1:azure;division:{division:perCross;t:semy_of_crossSaltire-argent-vert;line:engrailed};charges:[{charge:anchor;t:or;p:j;size:0.6};{charge:boarHeadErased;t:vert;p:l;size:0.6};{charge:rake;t:sable;p:m;size:0.6};{charge:plaice;t:argent;p:o;size:0.6}];shield:heater},https://watabou.github.io/city-generator/?name=Thaon&population=6734&size=27&seed=7742447050415&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
416,Jualstyrpe,ECP,Eastern Crown Provines,Crown,Crown Provines,Crown,Soumi Shamanism,town,5430,1124.21,674.94,-31.51,24.42,1447,12°C,Paris (France),,,,,,,,{t1:or;ordinaries:[{ordinary:pale;t:vert;line:straight}];charges:[{charge:inescutcheon;t:or;p:b;size:0.7};{charge:crescent;t:sable;p:b;size:0.35}];shield:heater},https://watabou.github.io/city-generator/?name=Jualstyrpe&population=5430&size=25&seed=7742447050416&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
417,Zivodentar's,ECP,Eastern Crown Provines,Crown,Crown Provines,Crown,Soumi Shamanism,village,1520,1544.84,683.69,-32.85,88.93,643,14°C,Washington (D.C.),,,,walls,,,,{t1:azure;ordinaries:[{ordinary:chevronReversed;t:argent}];charges:[{charge:arbalest2;t:or;p:e;size:1.5}];shield:heater},https://watabou.github.io/village-generator/?pop=1520&name=Zivodentar%27s&seed=7742447050417&width=1600&height=780&style=default&tags=dead+end%2Cno+square%2Cpalisade%2Cdense
418,Kovemuduzy,ECP,Eastern Crown Provines,Crown,Crown Provines,Crown,Soumi Shamanism,town,6005,1154.91,697.65,-34.99,29.13,554,13°C,Milan (Italy),,,,,,,,{t1:purpure;charges:[{charge:mallet;t:argent;p:e;t2:argent;size:1.5}];shield:heater},https://watabou.github.io/city-generator/?name=Kovemuduzy&population=6005&size=26&seed=7742447050418&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
419,Eusthorpere,WCP,Western Crown Provinces,Crown,Crown Provines,Crown,Astellian Spirits,village,986,421.59,710.4,-36.94,-83.34,1588,8°C,Prague (Czechia),,,,,,,,{t1:or;division:{division:perPile;t:gules;line:straight};ordinaries:[{ordinary:canton;t:azure}];shield:heater},https://watabou.github.io/village-generator/?pop=986&name=Eusthorpere&seed=7742447050419&width=1000&height=488&style=default&tags=dead+end%2Cno+square%2Cdense
420,Szakgarorpe,WCP,Western Crown Provinces,Crown,Crown Provines,Crown,Astellian Spirits,town,7010,494.73,707.49,-36.5,-72.12,1447,8°C,Prague (Czechia),,,,,,,,{t1:argent;charges:[{charge:fleurDeLis;t:gules;p:abcdefgzi;size:0.3}];shield:heater},https://watabou.github.io/city-generator/?name=Szakgarorpe&population=7010&size=27&seed=7742447050420&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
421,Newin,WCP,Western Crown Provinces,Crown,Crown Provines,Crown,Astellian Spirits,town,2217,512.82,717.42,-38.02,-69.35,1184,8°C,Prague (Czechia),,,,,,,,{t1:argent;charges:[{charge:key;t:purpure;p:e;size:1.5}];shield:heater},https://watabou.github.io/city-generator/?name=Newin&population=2217&size=18&seed=7742447050421&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
422,Sasquila'lod,ECP,Eastern Crown Provines,Crown,Crown Provines,Crown,Soumi Shamanism,village,1137,1607.26,738.93,-41.32,98.5,30,8°C,Prague (Czechia),,,,,,,,{t1:sable;ordinaries:[{ordinary:crossParted;t:or;line:flechy}];charges:[{charge:anchor;t:gules;p:e;size:0.7}];shield:heater},https://watabou.github.io/village-generator/?pop=1137&name=Sasquila%27lod&seed=7742447050422&width=1400&height=683&style=default&tags=isolated%2Cfarmland%2Cno+square%2Cdense
423,Jualintanat,ECP,Eastern Crown Provines,Crown,Crown Provines,Crown,Soumi Shamanism,town,3753,1165.95,750.3,-43.06,30.82,82,6°C,Stockholm (Sweden),,,,,,,,{t1:or;division:{division:perPale;t:sable;line:dovetailed};charges:[{charge:roundel2;t:azure;p:p;size:0.7};{charge:crossFleury;t:argent;p:q;size:0.7}];shield:heater},https://watabou.github.io/city-generator/?name=Jualintanat&population=3753&size=21&seed=7742447050423&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
424,Lomudoft,ECP,Eastern Crown Provines,Crown,Crown Provines,Crown,Soumi Shamanism,town,5523,1260.24,750.6,-43.11,45.28,472,5°C,Harbin (China),,port,,,,,,{t1:argent;charges:[{charge:cossack;t:sable;p:e;t2:sable;t3:sable;size:1.5}];shield:heater},https://watabou.github.io/city-generator/?name=Lomudoft&population=5523&size=25&seed=7742447050424&river=1&coast=1&farms=1&citadel=0&urban_castle=0&hub=1&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
425,Xantoo,ECP,Eastern Crown Provines,Crown,Crown Provines,Crown,Soumi Shamanism,village,1001,1456.38,741.27,-41.68,75.36,328,5°C,Harbin (China),,,,walls,,,,{t1:or;charges:[{charge:anchor;t:sable;p:e;size:1.5}];shield:heater},https://watabou.github.io/village-generator/?pop=1001&name=Xantoo&seed=7742447050425&width=1400&height=683&style=snow&tags=dead+end%2Cfarmland%2Cno+square%2Cpalisade%2Cdense
426,Paga'de,WCP,Western Crown Provinces,Crown,Crown Provines,Crown,Astellian Spirits,town,5584,303.5,763,-45.01,-101.45,118,4°C,Reykjavik (Iceland),,,,,,,,{t1:or;charges:[{charge:key;t:azure;p:jln;size:0.7}];shield:heater},https://watabou.github.io/city-generator/?name=Paga%27de&population=5584&size=25&seed=7742447050426&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
427,Jualszalaria,ECP,Eastern Crown Provines,Crown,Crown Provines,Crown,Soumi Shamanism,town,4504,1545.7,771,-46.24,89.06,52,4°C,Reykjavik (Iceland),,,,,,,,{t1:or;charges:[{charge:crossPatteeAlisee;t:sable;p:jln;size:0.7}];shield:heater},https://watabou.github.io/city-generator/?name=Jualszalaria&population=4504&size=23&seed=7742447050427&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
428,Rasia,ECP,Eastern Crown Provines,Crown,Crown Provines,Crown,Soumi Shamanism,town,10305,1301.47,771.59,-46.33,51.6,472,2°C,Anchorage (Alaska),,,,walls,,,,{t1:argent;division:{division:perBend;t:azure;line:straight};ordinaries:[{ordinary:bordure;t:purpure}];shield:heater},https://watabou.github.io/city-generator/?name=Rasia&population=10305&size=31&seed=7742447050428&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=1&shantytown=0&style=natural
429,Barisz,WCP,Western Crown Provinces,Crown,Crown Provines,Crown,Shwazen Beliefs,town,8795,411.76,204.48,40.64,-84.85,82,6°C,Stockholm (Sweden),,,,walls,,,,{t1:gules;charges:[{charge:palace;t:argent;p:e;size:1.5}];shield:heater},https://watabou.github.io/city-generator/?name=Barisz&population=8795&size=29&seed=7742447050429&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=1&plaza=0&greens=0&temple=0&walls=1&shantytown=0&style=natural
430,Ixana-Yitri,ECP,Eastern Crown Provines,Crown,Crown Provines,Quaspian,Soumi Shamanism,village,853,1232.02,202.99,40.87,40.95,397,5°C,Harbin (China),,,,,,,,{t1:ermine-argent-sable;division:{division:perChevron;t:purpure;line:straight};shield:heater},https://watabou.github.io/village-generator/?pop=853&name=Ixana-Yitri&seed=7742447050430&width=1000&height=488&style=snow&tags=isolated%2Cno+square%2Cdense
431,Xag-Tari-Yit,,,Quaspia,Quaspia,Quaspian,Soumi Shamanism,town,2279,1264.55,212.25,39.45,45.94,472,5°C,Harbin (China),,,,,,,,{t1:argent;charges:[{charge:pegasus;t:purpure;p:e;t2:purpure;t3:purpure;size:1.5}];shield:heater},https://watabou.github.io/city-generator/?name=Xag-Tari-Yit&population=2279&size=18&seed=7742447050431&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
432,Wavasz,,,Quaspia,Quaspia,Crown,No religion,town,2848,1680.76,212.77,39.37,109.77,643,5°C,Harbin (China),,,,,,,,{t1:azure;charges:[{charge:anvil;t:argent;p:e;size:1.5}];shield:heater},https://watabou.github.io/city-generator/?name=Wavasz&population=2848&size=19&seed=7742447050432&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
433,Jualpengaror,WCP,Western Crown Provinces,Crown,Crown Provines,Crown,Shwazen Beliefs,town,4075,481.39,219.07,38.4,-74.17,1447,4°C,Reykjavik (Iceland),,,,,,,,{t1:azure;charges:[{charge:crossPatteeAlisee;t:argent;p:jln;size:0.7}];shield:heater},https://watabou.github.io/city-generator/?name=Jualpengaror&population=4075&size=22&seed=7742447050433&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
434,New Trola,WCP,Western Crown Provinces,Crown,Crown Provines,Crown,Shwazen Beliefs,town,8606,513.32,226.86,37.21,-69.27,2051,3°C,Tromsø (Norway),,,,,,,,{t1:azure;division:{division:perCross;t:or;line:straight};charges:[{charge:fusil;t:argent;p:e;size:1.5}];shield:heater},https://watabou.github.io/city-generator/?name=New+Trola&population=8606&size=29&seed=7742447050434&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=1&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
435,Cistyrgaror,WCP,Western Crown Provinces,Crown,Crown Provines,Crown,Shwazen Beliefs,village,1265,566.11,230.32,36.68,-61.18,161,7°C,Montreal (Canada),,port,,,,,,{t1:gules;division:{division:perPale;t:argent;line:straight};ordinaries:[{ordinary:bordure;t:or}];shield:heater},https://watabou.github.io/village-generator/?pop=1265&name=Cistyrgaror&seed=7742447050435&width=1400&height=683&style=default&tags=coast%2Chighway%2Cfarmland%2Cno+square%2Cdense
436,Kod'shisiag,ECP,Eastern Crown Provines,Crown,Crown Provines,Crown,No religion,village,931,1022.12,221.94,37.96,8.76,13,7°C,Montreal (Canada),,,,,,,,{t1:argent;charges:[{charge:mullet;t:azure;p:abcpqh;size:0.5}];shield:heater},https://watabou.github.io/village-generator/?pop=931&name=Kod%27shisiag&seed=7742447050436&width=1000&height=488&style=default&tags=dead+end%2Cuncultivated%2Cno+square%2Cdense
437,Harorga'shi,ECP,Eastern Crown Provines,Crown,Crown Provines,Crown,Soumi Shamanism,city,11919,1111.51,222.12,37.94,22.47,30,7°C,Montreal (Canada),,port,,,,,,{t1:azure;ordinaries:[{ordinary:chief;t:or;line:engrailed}];charges:[{charge:mascle;t:azure;p:abc;size:0.5}];shield:heater},https://watabou.github.io/city-generator/?name=Harorga%27shi&population=11919&size=33&seed=7742447050437&river=1&coast=1&farms=1&citadel=0&urban_castle=0&hub=1&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
438,Desiadendent,WCP,Western Crown Provinces,Crown,Crown Provines,Crown,Shwazen Beliefs,city,25561,80.6,237.5,35.58,-135.64,13,9°C,Copenhagen (Denmark),,,citadel,walls,,temple,,{t1:or;charges:[{charge:lionHeadErased;t:purpure;p:abcpqh;t2:purpure;size:0.5}];shield:heater},https://watabou.github.io/city-generator/?name=Desiadendent&population=25561&size=44&seed=7742447050438&river=0&coast=0&farms=1&citadel=1&urban_castle=1&hub=0&plaza=0&greens=0&temple=1&walls=1&shantytown=0&style=natural
